ams_ip,mac,charterapi
"172.30.81.4","000004d67f70","http://spec.partnerapi.engprod-charter.net/api/pub"
"172.30.81.4","000004d67f70","http://specb.partnerapi.engprod-charter.net/api/pub"
"172.30.81.4","000004d67f70","http://specc.partnerapi.engprod-charter.net/api/pub"
"172.30.81.4","000004d67f70","http://specd.partnerapi.engprod-charter.net/api/pub"
